ngram,hit_count
0110011_0000011_0100011_0000011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_,477
0000011_0100011_0000011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_0010011_,477
0100011_0000011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_0010011_0110011_,477
0000011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_,477
1100011_0010011_0110011_0010011_0010011_0000011_0100011_0000011_0100011_0010011_0000011_,477
0110011_0010011_0110011_0000011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_,464
0010011_0110011_0000011_0000011_0010011_0110011_0110011_0000011_0100011_0000011_0110011_,464
0000011_0110011_0110011_0010011_0110011_0100011_0000011_0010011_0000011_0110011_0000011_,457
0100011_0000011_0100011_0000011_0010011_0100011_0000011_0010011_0100011_0000011_0110011_,451
0000011_0100011_0000011_0010011_0100011_0000011_0010011_0100011_0000011_0110011_0110011_,451
0010011_0110011_0010011_0110011_0000011_0110011_0000011_0000011_0100011_0000011_0010011_,451
0110011_0010011_0110011_0000011_0110011_0000011_0000011_0100011_0000011_0010011_0000011_,451
0010011_0110011_0000011_0110011_0000011_0000011_0100011_0000011_0010011_0000011_0110011_,451
0110011_0000011_0110011_0000011_0000011_0100011_0000011_0010011_0000011_0110011_0110011_,451
0000011_0110011_0000011_0000011_0100011_0000011_0010011_0000011_0110011_0110011_0010011_,451
0110011_0000011_0000011_0100011_0000011_0010011_0000011_0110011_0110011_0010011_0110011_,451
0000011_0000011_0100011_0000011_0010011_0000011_0110011_0110011_0010011_0110011_0010011_,451
0000011_0100011_0000011_0010011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_,451
0110011_0010011_0110011_0000011_0110011_0000011_0000011_0100011_0000011_0110011_0110011_,451
0010011_0110011_0000011_0110011_0000011_0000011_0100011_0000011_0110011_0110011_0010011_,451
0110011_0000011_0110011_0000011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_,451
0000011_0110011_0000011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_,451
0110011_0000011_0000011_0100011_0000011_0110011_0110011_0010011_0110011_0010011_0110011_,451
0000011_0010011_0010011_0000011_0110011_0010011_0110011_0100011_0110111_0000011_0110011_,450
0010011_0010011_0000011_0110011_0010011_0110011_0100011_0110111_0000011_0110011_0000011_,450
0010011_0000011_0110011_0010011_0110011_0100011_0110111_0000011_0110011_0000011_0110011_,450
0000011_0110011_0010011_0110011_0100011_0110111_0000011_0110011_0000011_0110011_0010011_,450
0110011_0010011_0110011_0100011_0110111_0000011_0110011_0000011_0110011_0010011_0000011_,450
0010011_0110011_0100011_0110111_0000011_0110011_0000011_0110011_0010011_0000011_0110011_,450
0110011_0100011_0110111_0000011_0110011_0000011_0110011_0010011_0000011_0110011_0010011_,450
0100011_0110111_0000011_0110011_0000011_0110011_0010011_0000011_0110011_0010011_0110011_,450
0110111_0000011_0110011_0000011_0110011_0010011_0000011_0110011_0010011_0110011_0100011_,450
0000011_0110011_0010011_0110011_0110011_0000011_0100011_0000011_0010011_0010011_0010011_,450
0110011_0010011_0110011_0110011_0000011_0100011_0000011_0010011_0010011_0010011_0110011_,450
0010011_0110011_0110011_0000011_0100011_0000011_0010011_0010011_0010011_0110011_0010011_,450
